rank_global,rank_posicion,player_id,name,gender,age,position,alternative_positions,n_alternative_positions,ovr,pac,sho,pas,dri,def,phy,acceleration,sprint_speed,positioning,finishing,shot_power,long_shots,volleys,penalties,vision,crossing,free_kick_accuracy,short_passing,long_passing,curve,dribbling,agility,balance,reactions,ball_control,composure,interceptions,heading_accuracy,def_awareness,standing_tackle,sliding_tackle,jumping,stamina,strength,aggression,height_cm,weight_kg,preferred_foot,weak_foot,skill_moves,play_styles,n_play_styles,n_play_styles_plus,nation,league,team,name_key
71,14,237197,Grace Geyoro,F,28,CM,CAM|CDM,2,86,89,73,82,83,82,80,89,89,80,75,74,71,52,74,70,83,65,89,86,72,82,76,82,87,86,79,88,64,80,88,80,83,93,77,71,168.0,61.0,Right,3,3,Relentless+|Anticipate|Incisive Pass|Inventive,4,1,France,Barclays WSL,London City,grace geyoro
71,6,208128,Hakan Çalhanoğlu,M,32,CDM,CM,1,86,71,81,87,82,81,73,74,68,73,75,87,87,78,92,78,89,85,90,89,88,78,83,77,87,87,85,82,65,81,85,80,73,81,65,83,178.0,69.0,Right,5,4,Incisive Pass+|Dead Ball|First Touch|Inventive|Long Ball Pass|Relentless|Technical,7,1,Turkey,Serie A Enilive,Lombardia FC,hakan calhanoglu
71,11,237678,Ibrahima Konaté,M,26,CB,,0,86,77,34,63,69,86,85,69,83,44,29,45,31,28,41,38,64,27,79,76,50,68,55,44,85,76,80,83,84,87,87,86,83,75,91,84,194.0,95.0,Right,3,3,Aerial Fortress|Bruiser,2,0,France,Premier League,Liverpool,ibrahima konate
71,4,248822,Klara Bühl,F,25,LM,LW,1,86,84,84,81,84,34,74,83,84,84,86,83,84,78,71,85,81,73,83,77,71,83,89,81,84,86,76,41,77,34,21,20,88,83,78,48,173.0,65.0,Right,5,4,Dead Ball|Finesse Shot|Incisive Pass|Jockey|Low Driven Shot|Press Proven|Whipped Pass,7,0,Germany,GPFBL,FC Bayern München,klara buhl
71,19,244302,Lea Schüller,F,28,ST,,0,86,87,83,71,82,33,74,85,88,91,92,78,72,73,72,66,72,65,77,61,78,80,86,78,87,86,74,31,87,24,26,27,91,82,75,55,173.0,62.0,Right,3,3,Low Driven Shot|Precision Header|Quick Step,3,0,Germany,GPFBL,FC Bayern München,lea schuller
71,4,158023,Lionel Messi,M,38,RW,ST|CAM|RM,3,86,78,85,85,90,33,64,84,73,86,84,84,87,89,75,80,87,93,85,84,90,89,84,89,80,94,92,40,60,20,35,24,70,70,68,44,169.0,67.0,Left,4,4,Tiki Taka+|Dead Ball|Finesse Shot|Gamechanger|Incisive Pass|Quick Step|Technical,7,1,Argentina,MLS,Inter Miami CF,lionel messi
71,19,265898,Melchie Dumornay,F,22,ST,CAM,1,86,93,85,78,87,60,71,92,94,83,89,87,80,74,69,70,79,75,83,73,86,86,92,85,81,88,84,59,77,52,64,53,89,73,74,55,160.0,51.0,Right,4,4,Gamechanger+|Chip Shot|Finesse Shot|Incisive Pass|Quick Step|Technical,6,1,Haiti,Arkema PL,OL Lyonnes,melchie dumornay
71,5,247827,Michael Olise,M,24,RM,RW,1,86,78,80,84,87,50,66,83,73,84,83,78,80,71,72,79,88,81,86,79,82,88,90,85,86,86,84,55,36,44,58,49,62,85,57,66,184.0,73.0,Left,2,4,Finesse Shot|Inventive|Technical|Whipped Pass,4,0,France,Bundesliga,FC Bayern München,michael olise
71,4,256516,Nico Williams,M,23,LM,RM|LW,2,86,93,76,80,87,36,66,94,92,80,79,78,72,64,62,83,82,72,82,74,81,88,92,84,82,85,78,40,65,36,28,25,79,81,61,55,181.0,67.0,Right,5,4,Rapid+|Finesse Shot|Gamechanger|Inventive|Quick Step|Relentless,6,1,Spain,LALIGA EA SPORTS,Athletic Club,nico williams
71,2,252145,Nuno Mendes,M,23,LB,LM,1,86,95,65,76,82,80,77,94,95,77,61,80,64,54,45,81,72,59,80,72,77,81,87,84,83,82,82,79,73,77,86,81,87,83,73,75,180.0,70.0,Left,4,3,Quick Step+|Anticipate|Jockey|Pinged Pass|Rapid|Whipped Pass,6,1,Portugal,Ligue 1 McDonald's,Paris SG,nuno mendes
71,4,253436,Ona Batlle,F,26,RB,LB|RM,2,86,80,54,79,79,81,72,82,79,66,62,53,40,46,47,85,74,40,86,77,77,77,82,85,84,80,82,81,59,84,84,83,73,91,62,72,160.0,49.0,Right,4,3,Jockey|Rapid|Relentless|Whipped Pass,4,0,Spain,Liga F Moeve,FC Barcelona,ona batlle
71,8,211110,Paulo Dybala,M,32,CAM,ST,1,86,80,85,84,87,41,64,84,76,83,85,84,86,92,88,82,88,87,84,79,89,87,88,87,86,88,89,42,65,32,42,39,76,76,63,48,177.0,75.0,Left,3,5,Gamechanger+|Dead Ball|Finesse Shot|First Touch|Incisive Pass|Inventive|Technical,7,1,Argentina,Serie A Enilive,AS Roma,paulo dybala
71,8,259287,Pernille Harder,F,33,CAM,ST|RM,2,86,81,80,80,88,27,78,80,82,86,82,79,78,73,78,72,85,69,84,78,71,90,90,73,81,88,90,21,79,21,22,23,88,78,81,66,169.0,60.0,Right,4,4,Technical+|Gamechanger|Incisive Pass|Power Shot|Precision Header,5,1,Denmark,GPFBL,FC Bayern München,pernille harder
71,11,239818,Rúben Dias,M,28,CB,,0,86,59,39,69,69,86,84,55,62,39,29,74,26,32,45,54,64,48,81,79,46,64,62,56,86,75,85,86,85,87,87,85,85,71,89,88,187.0,82.0,Right,4,2,Bruiser+|Long Ball Pass,2,1,Portugal,Premier League,Manchester City,ruben dias
71,6,241096,Sandro Tonali,M,25,CDM,CM,1,86,79,74,82,80,81,83,78,79,76,69,85,77,68,64,78,79,81,86,83,75,78,76,77,84,85,84,84,70,81,84,81,83,83,82,84,181.0,79.0,Right,4,3,Enforcer|Relentless|Slide Tackle,3,0,Italy,Premier League,Newcastle Utd,sandro tonali
71,4,279799,Temwa Chawinga,F,27,LW,LM|RM,2,86,91,82,77,83,46,83,92,90,87,89,76,76,70,68,75,78,65,84,75,53,82,84,75,87,87,75,43,60,34,60,35,88,78,91,70,168.0,62.0,Left,4,4,First Touch|Low Driven Shot|Rapid,3,0,Malawi,NWSL,KC Current,temwa chawinga
71,14,240638,Tijjani Reijnders,M,27,CM,CDM|CAM,2,86,79,79,82,85,77,77,83,75,86,78,85,83,65,59,73,84,70,87,84,77,84,82,79,85,88,84,80,61,78,80,72,77,92,69,80,185.0,73.0,Right,4,4,Tiki Taka+|Finesse Shot|Incisive Pass|Power Shot|Technical,5,1,Holland,Premier League,Manchester City,tijjani reijnders
71,4,231281,Trent Alexander-Arnold,M,27,RB,RM,1,86,76,72,89,80,80,74,72,79,79,64,85,76,71,66,93,88,85,87,91,91,79,73,72,85,85,82,84,69,78,82,79,75,89,68,70,180.0,69.0,Right,4,3,Whipped Pass+|Dead Ball|Incisive Pass|Long Ball Pass|Relentless,5,1,England,LALIGA EA SPORTS,Real Madrid,trent alexander arnold
71,11,256196,Willian Pacho,M,24,CB,,0,86,80,34,62,62,86,86,74,84,36,30,46,29,26,39,46,58,38,77,69,47,52,63,60,85,69,81,83,82,88,88,81,90,78,89,86,188.0,81.0,Left,3,2,Bruiser+|Anticipate|Block|Jockey,4,1,Ecuador,Ligue 1 McDonald's,Paris SG,willian pacho
93,21,226302,Alexandra Popp,F,34,ST,,0,85,74,84,76,78,52,89,71,76,91,85,86,77,85,80,71,79,71,82,64,73,75,75,77,83,82,82,44,94,45,52,48,94,91,90,84,174.0,65.0,Left,5,3,Precision Header+|Acrobatic|Aerial Fortress|Bruiser,4,1,Germany,GPFBL,VfL Wolfsburg,alexandra popp
93,21,194765,Antoine Griezmann,M,35,ST,LM|CAM,2,85,77,86,85,88,59,73,80,75,87,86,85,86,86,79,82,86,85,86,83,89,86,88,85,87,90,88,59,79,45,63,64,84,77,70,74,176.0,67.0,Left,3,4,Chip Shot+|Finesse Shot|Gamechanger|Incisive Pass|Inventive|Long Ball Pass|Technical,7,1,France,LALIGA EA SPORTS,Atlético de Madrid,antoine griezmann
93,21,276359,Barbra Banda,F,26,ST,,0,85,92,82,62,78,33,75,91,93,86,87,81,76,74,68,53,58,58,74,56,58,77,82,69,84,81,68,25,80,27,32,22,95,65,93,35,177.0,69.0,Right,4,4,Aerial Fortress|Enforcer|Low Driven Shot|Precision Header|Quick Step|Rapid,6,0,Zambia,NWSL,Orlando Pride,barbra banda
93,15,239580,Bremer,M,29,CB,,0,85,82,50,58,66,86,80,78,86,58,49,68,39,38,43,46,45,24,75,69,42,62,65,63,78,68,78,84,87,87,87,84,92,65,84,84,187.0,84.0,Right,2,2,Aerial Fortress|Block|Bruiser|Long Ball Pass|Precision Header,5,0,Brazil,Serie A Enilive,Juventus,bremer
93,5,243014,Bryan Mbeumo,M,26,RW,RM|ST,2,85,88,84,79,84,49,76,90,87,84,87,83,77,85,85,84,80,72,80,69,84,83,90,85,81,84,83,52,63,53,41,37,81,85,71,74,171.0,75.0,Left,2,4,Gamechanger+|First Touch|Inventive|Quick Step|Rapid,5,1,Cameroon,Premier League,Man Utd,bryan mbeumo
93,6,227110,Caitlin Foord,F,31,LM,LW,1,85,87,77,81,82,45,70,89,86,87,80,73,78,64,59,86,79,54,85,74,81,81,83,85,83,82,79,43,50,45,45,41,72,90,64,60,169.0,61.0,Right,3,3,Enforcer|Quick Step|Rapid,3,0,Australia,Barclays WSL,Arsenal,caitlin foord
93,10,245879,Caroline Weir,F,30,CAM,CM|CDM,2,85,72,83,84,84,69,69,72,72,84,83,86,86,70,61,74,87,84,89,81,83,85,70,88,84,85,85,73,60,75,65,63,71,83,65,62,173.0,62.0,Left,4,4,Chip Shot|Finesse Shot|First Touch|Incisive Pass|Inventive|Technical|Trickster,7,0,Scotland,Liga F Moeve,Real Madrid,caroline weir
93,6,204963,Carvajal,M,34,RB,RM,1,85,80,58,79,81,81,79,81,80,75,56,68,52,53,45,84,78,47,84,74,77,78,78,84,83,84,83,81,76,80,84,83,85,84,74,85,173.0,73.0,Right,3,3,Block|Relentless|Whipped Pass,3,0,Spain,LALIGA EA SPORTS,Real Madrid,carvajal
93,21,245697,Clara Mateo,F,28,ST,CAM,1,85,87,86,80,84,56,75,86,87,86,90,83,85,75,72,73,83,74,85,79,76,85,81,78,80,86,85,60,81,44,59,48,88,92,72,60,168.0,60.0,Right,3,4,Chip Shot+|Finesse Shot|First Touch|Gamechanger|Low Driven Shot|Relentless,6,1,France,Arkema PL,Paris FC,clara mateo
93,21,227073,Cristiana Girelli,F,35,ST,,0,85,77,84,70,80,46,77,79,76,88,90,77,77,72,87,56,79,78,77,56,77,80,70,71,88,84,81,45,87,40,42,40,91,71,79,77,174.0,64.0,Right,4,3,Aerial Fortress|Finesse Shot|Precision Header,3,0,Italy,Calcio A Femminile,Juventus,cristiana girelli
93,21,20801,Cristiano Ronaldo,M,41,ST,,0,85,76,88,76,80,34,76,73,78,89,88,91,84,84,91,78,76,81,76,70,79,77,76,63,82,85,91,29,87,24,32,24,95,77,80,62,187.0,85.0,Right,4,5,Power Shot+|Acrobatic|Aerial Fortress|Gamechanger|Low Driven Shot|Precision Header|Trickster,7,1,Portugal,ROSHN Saudi League,Al Nassr,cristiano ronaldo
93,10,244260,Dani Olmo,M,27,CAM,CM|ST,2,85,73,79,83,87,50,56,78,69,83,80,79,80,80,66,78,86,75,87,81,75,87,86,87,86,87,82,57,43,50,50,44,60,65,54,51,179.0,72.0,Right,4,4,Finesse Shot|First Touch|Gamechanger|Incisive Pass|Technical|Tiki Taka,6,0,Spain,LALIGA EA SPORTS,FC Barcelona,dani olmo
93,15,229558,Dayot Upamecano,M,27,CB,,0,85,77,45,64,73,84,84,76,78,47,39,64,42,33,39,48,58,28,79,78,36,72,66,65,84,76,74,86,83,84,84,82,85,73,87,88,186.0,90.0,Right,3,3,Bruiser|Jockey|Long Ball Pass|Pinged Pass,4,0,France,Bundesliga,FC Bayern München,dayot upamecano
93,6,232202,Delphine Cascarino,F,29,RM,RW,1,85,93,75,79,88,38,61,93,93,80,73,80,75,70,65,80,80,60,83,74,75,88,93,90,82,89,79,35,48,39,39,32,72,72,62,41,164.0,58.0,Right,2,5,Gamechanger|Inventive|Quick Step|Technical|Whipped Pass,5,0,France,NWSL,San Diego Wave,delphine cascarino
93,5,271421,Désiré Doué,M,20,RW,LW|CM|RM,3,85,83,80,77,90,55,74,85,82,81,78,86,83,68,71,74,78,68,81,74,82,91,88,87,85,89,89,59,46,52,60,52,75,80,77,61,181.0,79.0,Right,4,5,Trickster+|First Touch|Gamechanger|Inventive|Press Proven|Quick Step,6,1,France,Ligue 1 McDonald's,Paris SG,desire doue
93,10,263011,Ella Toone,F,26,CAM,CM,1,85,81,80,81,86,51,64,83,80,86,82,83,78,75,59,76,86,71,85,76,70,92,67,84,86,84,82,45,69,41,57,56,77,84,64,38,163.0,57.0,Right,3,5,Trickster+|Chip Shot|Incisive Pass|Technical,4,1,England,Barclays WSL,Manchester Utd,ella toone
93,8,245882,Erin Cuthbert,F,27,CDM,CM,1,85,79,80,84,83,80,73,77,80,83,81,79,86,68,66,79,86,77,88,86,76,86,62,87,85,86,81,83,59,79,86,82,73,85,69,70,163.0,60.0,Right,3,4,Pinged Pass+|Anticipate|Long Ball Pass|Power Shot|Press Proven|Relentless|Whipped Pass,7,1,Scotland,Barclays WSL,Chelsea,erin cuthbert
93,17,226271,Fabián Ruiz,M,29,CM,CDM,1,85,61,77,80,81,75,72,61,61,84,76,78,82,67,67,72,84,61,85,83,75,82,66,67,85,86,82,79,68,71,79,75,70,84,67,68,189.0,70.0,Left,3,3,Finesse Shot|First Touch|Long Ball Pass|Tiki Taka,4,0,Spain,Ligue 1 McDonald's,Paris SG,fabian ruiz
93,3,226268,Federico Dimarco,M,28,LB,LM,1,85,80,78,84,82,79,77,83,78,83,74,81,84,82,71,87,80,83,84,83,88,79,84,81,83,86,78,80,69,81,81,79,81,84,72,81,175.0,76.0,Left,4,3,Dead Ball|Finesse Shot|First Touch|Low Driven Shot|Power Shot|Whipped Pass,6,0,Italy,Serie A Enilive,Lombardia FC,federico dimarco
93,8,243404,Georgia Stanway,F,27,CDM,,0,85,80,79,80,86,77,77,83,78,77,79,77,82,68,82,60,84,71,90,86,69,88,85,85,85,86,69,77,43,83,82,80,69,84,70,87,164.0,61.0,Right,3,3,Pinged Pass+|First Touch|Jockey|Long Ball Pass|Technical,5,1,England,GPFBL,FC Bayern München,georgia stanway
93,8,199503,Granit Xhaka,M,33,CDM,CM,1,85,47,75,85,74,78,82,40,53,76,67,89,84,55,65,77,85,78,89,90,80,73,51,61,86,82,84,77,72,80,79,75,70,84,78,90,186.0,80.0,Left,3,3,Long Ball Pass+|Aerial Fortress|Bruiser|Finesse Shot|Incisive Pass|Power Shot,6,1,Switzerland,Premier League,Sunderland,granit xhaka
93,6,200104,Heung Min Son,M,33,LW,ST|LM,2,85,84,84,81,83,42,73,85,83,85,84,88,81,83,75,81,83,74,83,72,87,84,79,74,85,85,86,39,72,45,34,33,82,87,69,62,183.0,78.0,Right,5,4,Finesse Shot+|First Touch|Gamechanger|Low Driven Shot|Whipped Pass,5,1,Korea Republic,MLS,LAFC,heung min son
93,15,204525,Iñigo Martínez,M,34,CB,,0,85,71,57,72,68,85,80,70,72,52,42,82,74,41,39,53,65,71,83,83,72,60,66,60,84,78,76,86,83,84,87,85,87,69,82,89,182.0,76.0,Left,3,2,Long Ball Pass|Slide Tackle,2,0,Spain,ROSHN Saudi League,Al Nassr,inigo martinez
93,17,272834,João Neves,M,21,CM,CDM,1,85,74,69,80,84,82,83,77,71,77,69,73,68,66,60,67,84,53,86,86,74,83,84,86,83,86,85,84,72,83,83,80,83,92,78,84,174.0,66.0,Right,4,3,Press Proven+|Aerial Fortress|Long Ball Pass|Relentless|Tiki Taka,5,1,Portugal,Ligue 1 McDonald's,Paris SG,joao neves
93,21,165153,Karim Benzema,M,38,ST,CAM,1,85,75,84,81,83,38,77,74,76,88,86,85,80,87,68,75,86,73,86,76,82,84,77,72,84,86,84,39,86,43,24,18,83,78,81,63,185.0,81.0,Right,4,4,Low Driven Shot+|Finesse Shot|First Touch|Gamechanger|Incisive Pass|Relentless,6,1,France,ROSHN Saudi League,Al Ittihad,karim benzema
93,8,242830,Keira Walsh,F,28,CDM,CM,1,85,64,46,81,79,79,74,63,65,70,41,56,42,42,55,67,83,51,92,88,53,78,74,68,83,83,85,77,60,82,84,81,69,88,70,70,165.0,64.0,Right,3,3,Pinged Pass+|Jockey|Press Proven|Tiki Taka,4,1,England,Barclays WSL,Chelsea,keira walsh
93,8,245872,Kim Little,F,35,CDM,CM,1,85,76,75,85,88,78,70,79,74,87,70,85,73,82,78,78,87,65,90,87,77,88,90,88,89,89,84,79,57,76,87,77,71,89,60,70,162.0,57.0,Right,4,3,Press Proven+|Aerial Fortress|Incisive Pass,3,1,Scotland,Barclays WSL,Arsenal,kim little
93,10,261773,Laura Freigang,F,28,CAM,ST,1,85,84,83,77,83,37,79,85,84,89,89,82,75,79,70,56,83,68,85,80,72,83,80,82,86,85,83,29,81,33,35,30,93,87,84,55,171.0,62.0,Right,3,4,Aerial Fortress|First Touch|Inventive|Jockey|Precision Header|Press Proven,6,0,Germany,GPFBL,Frankfurt,laura freigang
93,6,265249,Lauren James,F,24,RM,CAM|RW,2,85,89,81,78,87,40,82,93,86,80,84,85,78,71,70,85,79,73,75,76,81,90,75,80,76,90,84,40,66,30,43,38,90,75,91,68,175.0,77.0,Right,4,5,Rapid+|Enforcer|First Touch|Low Driven Shot|Quick Step|Trickster|Whipped Pass,7,1,England,Barclays WSL,Chelsea,lauren james
93,6,273153,Linda Caicedo,F,21,LW,LM|CAM,2,85,91,75,79,87,37,45,92,91,80,81,70,74,51,59,80,78,60,84,77,62,91,91,80,75,86,77,44,41,30,41,30,56,73,34,35,163.0,54.0,Right,4,4,Technical+|Finesse Shot|Quick Step,3,1,Colombia,Liga F Moeve,Real Madrid,linda caicedo
93,6,241084,Luis Díaz,M,29,LM,LW|ST,2,85,88,81,76,87,45,75,88,88,84,83,85,75,81,63,76,79,58,77,72,77,89,88,79,83,87,82,38,71,41,47,38,83,87,69,75,180.0,73.0,Right,4,4,Inventive|Low Driven Shot|Quick Step|Technical,4,0,Colombia,Bundesliga,FC Bayern München,luis diaz
93,17,227095,Manuela Giugliano,F,28,CM,CDM|CAM,2,85,81,80,84,86,72,74,80,82,84,81,79,81,70,72,78,86,82,87,84,80,85,89,90,83,87,76,77,47,74,76,70,68,88,64,83,160.0,51.0,Right,4,4,Long Ball Pass|Technical,2,0,Italy,Calcio A Femminile,Roma,manuela giugliano
93,21,228093,Marcus Thuram,M,28,ST,,0,85,86,83,76,82,50,80,84,88,86,85,84,79,81,70,76,78,58,80,70,73,85,78,61,84,81,78,50,84,44,48,42,91,83,79,75,192.0,80.0,Right,4,3,Aerial Fortress|Precision Header|Rapid,3,0,France,Serie A Enilive,Lombardia FC,marcus thuram
93,10,226890,Marta,F,40,CAM,ST|RM,2,85,70,83,84,88,44,75,72,69,86,83,85,80,89,86,81,92,80,83,76,89,90,79,92,78,88,89,47,53,48,37,36,70,86,71,73,162.0,56.0,Left,4,5,Acrobatic+|Dead Ball|First Touch|Intercept|Inventive|Technical|Trickster,7,1,Brazil,NWSL,Orlando Pride,marta
93,8,215914,N'Golo Kanté,M,35,CDM,CM,1,85,77,65,73,80,85,79,80,74,72,64,71,65,56,54,68,75,49,79,77,49,78,78,93,85,80,82,88,54,88,90,85,74,89,72,85,168.0,70.0,Right,3,2,Intercept+|Press Proven|Relentless,3,1,France,ROSHN Saudi League,Al Ittihad,n golo kante
93,15,267382,Naomi Girma,F,25,CB,,0,85,80,51,70,74,85,79,75,84,48,38,69,68,35,43,57,66,63,81,72,57,65,80,80,80,81,79,83,78,87,88,84,87,72,82,80,164.0,58.0,Right,3,3,Jockey+|Block|Bruiser,3,1,United States,Barclays WSL,Chelsea,naomi girma
93,15,247819,Nico Schlotterbeck,M,26,CB,,0,85,74,60,75,73,85,82,77,72,58,51,81,67,56,38,70,72,55,78,86,67,74,68,64,84,71,78,83,84,85,87,87,91,74,85,84,191.0,86.0,Left,2,2,Slide Tackle+|Anticipate|Block|Jockey|Long Ball Pass|Long Throw,6,1,Germany,Bundesliga,Borussia Dortmund,nico schlotterbeck
93,21,234236,Patrik Schick,M,30,ST,,0,85,72,83,71,81,38,77,72,72,87,86,85,78,84,61,64,75,56,78,64,78,81,80,67,85,83,85,25,88,44,29,19,91,69,85,65,191.0,87.0,Left,3,3,Acrobatic|Low Driven Shot|Precision Header,3,0,Czech Republic,Bundesliga,Leverkusen,patrik schick
93,5,237692,Phil Foden,M,25,RW,CM|LW|RM,3,85,81,81,82,89,57,57,83,79,83,82,89,81,59,64,80,83,74,82,81,88,89,92,92,82,89,85,59,47,60,59,47,59,83,41,64,171.0,70.0,Left,3,4,First Touch|Gamechanger|Inventive|Low Driven Shot|Technical,5,0,England,Premier League,Manchester City,phil foden
93,5,243812,Rodrygo,M,25,RW,ST|RM,2,85,88,80,79,87,31,64,89,87,83,83,76,77,67,82,79,84,77,79,73,82,88,86,84,83,87,85,21,67,24,34,30,77,81,59,52,174.0,64.0,Right,4,4,Dead Ball|Finesse Shot|Gamechanger|Inventive|Technical,5,0,Brazil,LALIGA EA SPORTS,Real Madrid,rodrygo
93,8,246104,Ryan Gravenberch,M,23,CDM,CM,1,85,76,76,81,85,81,81,76,76,75,78,79,76,71,58,74,81,70,86,82,76,88,76,70,84,87,88,88,67,80,82,78,81,85,80,76,190.0,77.0,Right,4,4,Intercept|Press Proven,2,0,Holland,Premier League,Liverpool,ryan gravenberch
93,6,261733,Sandy Baltimore,F,26,LM,LB|LW,2,85,87,74,84,86,72,69,91,83,83,74,73,78,62,74,85,85,71,85,80,90,87,81,91,72,88,80,75,46,73,77,75,68,74,71,58,156.0,62.0,Left,3,4,Incisive Pass|Inventive|Quick Step|Technical|Whipped Pass,5,0,France,Barclays WSL,Chelsea,sandy baltimore
93,17,237238,Scott McTominay,M,29,CM,CAM,1,85,76,82,77,80,80,85,70,80,87,84,86,81,76,60,66,79,60,84,81,69,84,55,48,86,85,80,81,81,78,81,75,86,92,82,84,193.0,88.0,Right,3,3,Aerial Fortress|Enforcer|Incisive Pass|Low Driven Shot|Precision Header|Technical,6,0,Scotland,Serie A Enilive,SSC Napoli,scott mctominay
93,3,265674,Selma Bacha,F,25,LB,LW|LM,2,85,88,73,85,82,78,80,92,85,80,65,92,78,49,60,90,79,81,87,80,88,80,94,90,76,81,84,80,58,76,84,82,80,91,72,85,161.0,58.0,Left,3,4,Whipped Pass+|Anticipate|Dead Ball|Inventive|Quick Step|Relentless|Technical,7,1,France,Arkema PL,OL Lyonnes,selma bacha
93,17,227337,Svenja Huth,F,35,CM,CAM,1,85,82,76,84,86,58,67,84,81,82,75,75,77,79,70,83,84,68,87,83,78,84,92,94,84,87,81,72,32,40,72,66,58,92,65,45,163.0,54.0,Right,4,3,Anticipate|Dead Ball|First Touch|Jockey|Quick Step|Relentless|Whipped Pass,7,0,Germany,GPFBL,VfL Wolfsburg,svenja huth
93,6,278219,Tabitha Chawinga,F,29,LW,ST|LM,2,85,94,82,71,85,36,81,93,95,87,86,79,78,74,69,71,72,58,79,55,73,85,84,78,81,87,79,30,76,27,38,30,90,88,93,42,172.0,68.0,Left,3,4,Finesse Shot|Low Driven Shot|Quick Step|Rapid,4,0,Malawi,Arkema PL,OL Lyonnes,tabitha chawinga
93,6,266928,Trinity Rodman,F,23,RM,ST|RW,2,85,91,81,78,83,43,82,90,92,82,83,82,80,71,76,79,84,68,81,67,71,81,87,83,84,86,80,41,69,38,42,38,87,84,81,80,173.0,60.0,Right,4,4,Quick Step+|Aerial Fortress|Finesse Shot|Inventive|Rapid|Relentless|Trickster,7,1,United States,NWSL,Washington Spirit,trinity rodman
93,21,233746,Vivianne Miedema,F,29,ST,CAM,1,85,82,85,70,85,32,80,84,80,86,86,86,84,83,75,64,69,73,79,56,76,86,80,73,85,85,90,27,82,22,30,23,92,83,82,70,178.0,65.0,Right,4,4,Finesse Shot|Technical,2,0,Holland,Barclays WSL,Manchester City,vivianne miedema
93,15,227316,Wendie Renard,F,35,CB,,0,85,48,62,70,69,87,83,40,55,70,58,77,53,55,67,60,59,53,80,84,66,69,52,33,81,75,84,85,88,88,88,80,75,70,91,83,187.0,70.0,Right,3,2,Anticipate+|Aerial Fortress|Jockey|Long Ball Pass|Precision Header|Slide Tackle,6,1,France,Arkema PL,OL Lyonnes,wendie renard
93,17,216393,Youri Tielemans,M,28,CM,CDM|CAM,2,85,54,79,85,80,75,72,51,57,77,77,85,76,83,75,80,87,78,87,88,84,79,62,77,85,86,88,75,70,74,77,80,68,87,69,64,176.0,72.0,Right,4,4,Pinged Pass+|Incisive Pass|Power Shot|Press Proven,4,1,Belgium,Premier League,Aston Villa,youri tielemans
93,8,245830,Yui Hasegawa,F,29,CDM,CM|CAM,2,85,77,71,85,86,81,63,74,79,64,67,73,82,68,63,76,89,71,90,88,68,88,82,88,84,86,78,86,48,87,83,75,60,79,51,73,156.0,48.0,Right,4,4,Intercept+|Inventive|Press Proven|Tiki Taka,4,1,Japan,Barclays WSL,Manchester City,yui hasegawa
144,31,230899,Ademola Lookman,M,28,ST,CAM,1,84,86,84,73,88,32,67,90,83,87,87,86,80,80,62,66,80,56,80,62,72,89,93,81,86,88,80,35,71,30,23,24,82,73,63,68,174.0,71.0,Right,4,4,Dead Ball|First Touch|Gamechanger|Low Driven Shot|Quick Step,5,0,Nigeria,Serie A Enilive,Bergamo Calcio,ademola lookman
144,31,246774,Alba Redondo,F,29,ST,LW|RW|LM,3,84,84,85,70,84,26,64,85,83,87,87,85,82,80,75,65,66,59,81,64,59,84,83,76,88,85,75,21,82,16,23,18,86,75,67,37,170.0,59.0,Right,3,4,Finesse Shot|First Touch|Gamechanger|Low Driven Shot|Quick Step,5,0,Spain,Liga F Moeve,Real Madrid,alba redondo
144,21,227254,Alex Greenwood,F,32,CB,LB|LM,2,84,71,65,82,74,85,82,70,72,47,62,78,65,43,85,80,60,82,92,93,80,67,65,71,82,84,85,87,83,87,84,80,85,86,76,90,167.0,62.0,Left,3,2,Block+|Jockey,2,1,England,Barclays WSL,Manchester City,alex greenwood
144,31,216549,Alexander Sørloth,M,30,ST,RW|RM,2,84,77,82,71,76,36,85,72,81,84,85,86,76,79,70,66,73,60,78,59,74,77,56,55,83,82,83,36,83,39,23,21,91,84,90,74,195.0,94.0,Left,4,3,Enforcer|Gamechanger|Low Driven Shot|Power Shot|Precision Header,5,0,Norway,LALIGA EA SPORTS,Atlético de Madrid,alexander s rloth
144,5,234396,Alphonso Davies,M,25,LB,LM,1,84,94,66,78,85,74,76,95,93,77,64,74,63,59,54,85,77,44,84,71,72,85,84,83,86,85,78,79,74,72,74,73,95,79,75,72,185.0,77.0,Left,3,4,Quick Step|Rapid,2,0,Canada,Bundesliga,FC Bayern München,alphonso davies
144,7,227392,Ashley Lawrence,F,30,RB,RM,1,84,82,67,82,80,82,76,80,83,73,58,79,76,66,67,83,82,70,84,81,78,78,84,87,82,78,83,80,73,83,84,81,82,80,72,80,164.0,60.0,Right,4,3,Jockey|Quick Step|Technical|Whipped Pass,4,0,Canada,Arkema PL,OL Lyonnes,ashley lawrence
144,16,241637,Aurélien Tchouaméni,M,26,CDM,CM|CB,2,84,71,69,79,78,81,82,73,70,74,65,78,75,50,55,68,81,53,85,84,76,78,72,70,82,81,82,83,75,81,83,80,84,83,82,80,187.0,81.0,Right,3,3,Aerial Fortress|Anticipate|Bruiser|Intercept|Jockey|Precision Header|Relentless,7,0,France,LALIGA EA SPORTS,Real Madrid,aurelien tchouameni
